User_ID,Scenario_ID,Question_Text,P_human_final,P_human_syn,Risk_final,Subj_final,Info_final,Lit_final,Trust_Norm_final
22,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,0.5
23,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,0.5
24,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.25,0.375
25,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.25,0.25
31,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,0.875
34,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,1.0
36,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,1.0
38,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,0.5
41,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.0,0.375
43,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",0.0,1.0,0.0,0.0,0.0,0.5,0.5
45,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,0.75
46,0,"Bạn là quản lý kho của một cửa hàng văn phòng phẩm nhỏ, cần nhập 50 ram giấy A4 (tổng trọng lượng khoảng 100-120kg). Nhà cung cấp A báo giá trọn gói 2.300.000đ giao tận nơi. Nhà cung cấp B báo giá chỉ 1.800.000đ, nhưng bạn phải tự lái xe 7km đường giờ cao điểm để chở về.",1.0,0.0,0.0,0.0,0.0,0.5,0.75
2,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.5
6,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,1.0,0.875
7,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.625
11,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.5
12,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.5
14,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.25
15,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.75
16,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.75,0.625
17,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.75,0.625
18,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.25
20,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.75,0.375
21,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.25,0.375
25,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.25,0.25
26,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.75,0.625
28,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.625
34,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,1.0
37,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.25,0.5
38,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.5
39,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,1.0,0.75
40,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.75
41,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.0,0.375
43,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.5
45,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.75
46,1,Bạn dành ngày Chủ Nhật duy nhất để sơn lại phòng nhưng bị hết sơn lúc 3 rưỡi chiều. Cửa hàng sơn pha màu chuẩn cách nhà 10km và sẽ đóng cửa lúc 5 giờ chiều. Bạn đứng trước lựa chọn: Đặt giao hàng hỏa tốc (phải mua thùng to 5 lít) hoặc tự đi mua (mua 2 lon nhỏ).,1.0,0.0,0.0,0.0,0.0,0.5,0.75
0,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.5
4,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.75,0.75
5,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.75,0.125
8,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.75,0.5
9,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.0,0.125
11,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.5
12,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.5
14,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.25
15,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",0.0,1.0,0.0,0.0,1.0,0.5,0.75
18,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.25
20,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.75,0.375
21,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",0.0,1.0,0.0,0.0,1.0,0.25,0.375
23,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.5
24,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.25,0.375
26,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.75,0.625
28,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.625
31,2,"Bạn quản lý dây chuyền đóng gói bánh kẹo. Lợi nhuận mỗi gói đạt chuẩn là 1.000đ, nhưng chi phí xử lý 1 gói lỗi (vứt bỏ) lên tới 30.000đ. Bạn cần chọn 1 trong 2 máy để vận hành trong 1 giờ nhằm tối ưu hiệu quả:
Máy A: 100 gói/phút, tỷ lệ lỗi 0.1%.
Máy B: 120 gói/phút, tỷ lệ lỗi 0.5%.  ",1.0,0.0,0.0,0.0,1.0,0.5,0.875
